Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,ph,YEAR_x,humidity,YEAR_y,rainfall_nasa,temperature
Rice,2002,Summer     ,Bihar,120354.0,197607,1105.8,11393913.18,30088.5,1.625517241,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Winter     ,Bihar,2881073.0,4205026,1105.8,272751180.9,720268.25,1.345945946,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Chhattisgarh,93955.0,122611,1001.4,8894719.85,23488.75,1.279375,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Chhattisgarh,3777661.0,2634853,1001.4,357631166.9,944415.25,0.710625,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Gujarat,464500.0,792600,458.4,43974215.0,116125.0,1.671875,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Gujarat,469000.0,541700,458.4,44400230.0,117250.0,1.209230769,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Summer     ,Gujarat,11800.0,54700,458.4,1117106.0,2950.0,4.53,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Banana,2002,Whole Year ,Haryana,154.0,0,353.9,14579.18,38.5,0.0,100.23,82.01,50.05,5.98389318024,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Haryana,15886.0,29000,353.9,1503927.62,3971.5,0.478333333,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Haryana,905651.0,2468000,353.9,85737980.17,226412.75,2.495,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Himachal Pradesh,299801.0,483333,890.8,28382160.67,74950.25,1.6075,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Himachal Pradesh,83273.0,85653,890.8,7883454.91,20818.25,1.133636364,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Banana,2002,Whole Year ,Karnataka,39813.0,681663,860.8,3769096.71,9953.25,16.96518519,100.23,82.01,50.05,5.98389318024,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Coconut ,2002,Whole Year ,Karnataka,375425.0,1525287000,860.8,35541484.75,93856.25,4165.087778,21.98,16.93,30.59,5.97656212619,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Karnataka,578711.0,1165155,860.8,54786570.37,144677.75,2.174,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Rabi       ,Karnataka,59503.0,149203,860.8,5633149.01,14875.75,2.483181818,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Summer     ,Karnataka,11330.0,28584,860.8,1072611.1,2832.5,2.472173913,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Karnataka,1030464.0,2103709,860.8,97554026.88,257616.0,2.035185185,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Rabi       ,Karnataka,50456.0,102312,860.8,4776669.52,12614.0,2.000666667,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Summer     ,Karnataka,73863.0,184064,860.8,6992610.21,18465.75,2.378,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Banana,2002,Whole Year ,Madhya Pradesh,16117.0,363109,800.8,1525796.39,4029.25,17.72565217,100.23,82.01,50.05,5.98389318024,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Madhya Pradesh,848970.0,1486546,800.8,80371989.9,212242.5,1.662,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Madhya Pradesh,1671107.0,1024930,800.8,158203699.7,417776.75,0.608,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Maharashtra,301200.0,629700,967.4,28514604.0,75300.0,1.725185185,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Rabi       ,Maharashtra,61700.0,100100,967.4,5841139.0,15425.0,1.382727273,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Summer     ,Maharashtra,8300.0,13500,967.4,785761.0,2075.0,1.386315789,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Maharashtra,1496800.0,1793000,967.4,141702056.0,374200.0,0.8903125,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Summer     ,Maharashtra,26500.0,61100,967.4,2508755.0,6625.0,2.288,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Banana,2002,Whole Year ,Meghalaya,5344.0,65659,4355.3,505916.48,1336.0,11.42714286,100.23,82.01,50.05,5.98389318024,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Jute,2002,Kharif     ,Meghalaya,4074.0,35826,4355.3,385685.58,1018.5,7.073333333,78.4,46.86,39.99,6.7327775681699995,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Meghalaya,16922.0,25879,4355.3,1602005.74,4230.5,1.527142857,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Meghalaya,107742.0,190937,4355.3,10199935.14,26935.5,1.767142857,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Mizoram,6889.0,13820,2627.0,652181.63,1722.25,1.89,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Rabi       ,Mizoram,600.0,1059,2627.0,56802.0,150.0,1.695,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Mizoram,57067.0,109205,2627.0,5402532.89,14266.75,1.89,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Jute,2002,Kharif     ,Nagaland,1500.0,5500,1536.6,142005.0,375.0,3.8625,78.4,46.86,39.99,6.7327775681699995,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Nagaland,40000.0,80000,1536.6,3786800.0,10000.0,2.02875,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Nagaland,150000.0,223400,1536.6,14200500.0,37500.0,1.46375,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Jute,2002,Kharif     ,Odisha,5610.0,51209,1102.8,531098.7,1402.5,8.91875,78.4,46.86,39.99,6.7327775681699995,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Odisha,43100.0,42400,1102.8,4080277.0,10775.0,0.9248,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Odisha,4273000.0,3278000,1102.8,404524910.0,1068250.0,0.753333333,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Punjab,152000.0,310000,301.8,14389840.0,38000.0,2.083333333,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Punjab,2530000.0,8880000,301.8,239515100.0,632500.0,3.438823529,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Kharif     ,Uttarakhand,28506.0,32127,1610.3,2698663.02,7126.5,1.043076923,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Rabi       ,Uttarakhand,82.0,127,1610.3,7762.94,20.5,1.455,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Kharif     ,Uttarakhand,271219.0,511526,1610.3,25676302.73,67804.75,1.461538462,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Rabi       ,Uttarakhand,4090.0,11649,1610.3,387200.3,1022.5,2.8,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Maize,2002,Autumn     ,Jharkhand,62780.33,74310,1041.2,5943413.841,15695.0825,1.203571429,77.76,48.44,19.79,6.2451897224,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Autumn     ,Jharkhand,136359.61,89082,1041.2,12909164.28,34089.9025,1.516666667,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Rice,2002,Winter     ,Jharkhand,922658.68,974008,1041.2,87348097.24,230664.67,1.062222222,79.89,47.58,39.87,6.425470922140001,2002.0,64.88366666666667,2002.0,46.84108333333334,25.588796296296294
Banana,2003,Whole Year ,Bihar,13007.0,215248,1353.9,1287432.86,3121.68,19.39208333,100.23,82.01,50.05,5.98389318024,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Jute,2003,Kharif     ,Bihar,154588.0,1147358,1353.9,15301120.24,37101.12,8.015333333,78.4,46.86,39.99,6.7327775681699995,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Bihar,259030.0,438013,1353.9,25638789.4,62167.2,1.68,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Rabi       ,Bihar,196338.0,594736,1353.9,19433535.24,47121.12,2.925945946,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Summer     ,Bihar,161062.0,440821,1353.9,15941916.76,38654.88,2.775,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Autumn     ,Bihar,553904.0,688189,1353.9,54825417.92,132936.96,1.141666667,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Bihar,190236.0,270831,1353.9,18829559.28,45656.64,1.42,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Summer     ,Bihar,116885.0,169902,1353.9,11569277.3,28052.4,1.324642857,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Winter     ,Bihar,2907199.0,4589705,1353.9,287754557.0,697727.76,1.456315789,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Chhattisgarh,98575.0,135048,1643.7,9756953.5,23658.0,1.20625,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Chhattisgarh,3828992.0,5567644,1643.7,378993628.2,918958.08,1.4375,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Delhi,93.0,184,962.3,9205.14,22.32,1.98,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Delhi,6549.0,17909,962.3,648220.02,1571.76,2.73,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Banana,2003,Whole Year ,Gujarat,28200.0,2027400,902.5,2791236.0,6768.0,65.116,100.23,82.01,50.05,5.98389318024,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Gujarat,484400.0,831900,902.5,47945912.0,116256.0,1.825,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Gujarat,651400.0,1193200,902.5,64475572.0,156336.0,1.7125,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Summer     ,Gujarat,23900.0,83800,902.5,2365622.0,5736.0,3.565714286,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Banana,2003,Whole Year ,Haryana,52.0,0,592.3,5146.96,12.48,0.0,100.23,82.01,50.05,5.98389318024,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Haryana,16570.0,41000,592.3,1640098.6,3976.8,0.960588235,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Haryana,1015191.0,2790000,592.3,100483605.2,243645.84,2.733333333,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Autumn     ,Jharkhand,89591.91,136371,1258.3,8867807.252,21502.0584,1.39,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Autumn     ,Jharkhand,614160.1,418254,1258.3,60789566.7,147398.424,0.74,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Winter     ,Jharkhand,1437560.59,1525099,1258.3,142289747.2,345014.5416,0.998636364,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Banana,2003,Whole Year ,Madhya Pradesh,15985.0,457194,1163.0,1582195.3,3836.4,17.95652174,100.23,82.01,50.05,5.98389318024,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Madhya Pradesh,898618.0,1858342,1163.0,88945209.64,215668.32,1.916041667,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Madhya Pradesh,1708583.0,1743430,1163.0,169115545.3,410059.92,0.997916667,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Banana,2003,Whole Year ,Maharashtra,57700.0,3634720,1037.4,5711146.0,13848.0,57.56857143,100.23,82.01,50.05,5.98389318024,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Maharashtra,311800.0,671000,1037.4,30861964.0,74832.0,1.724444444,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Rabi       ,Maharashtra,57900.0,81100,1037.4,5730942.0,13896.0,1.689130435,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Maharashtra,1500400.0,2768600,1037.4,148509592.0,360096.0,1.232258065,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Summer     ,Maharashtra,29500.0,65500,1037.4,2919910.0,7080.0,2.217,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Banana,2003,Whole Year ,Manipur,1950.0,15308,687.7,193011.0,468.0,7.851111111,100.23,82.01,50.05,5.98389318024,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Manipur,2340.0,7530,687.7,231613.2,561.6,2.76,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Manipur,157830.0,381240,687.7,15622013.4,37879.2,2.305555556,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Mizoram,9765.0,19005,2499.5,966539.7,2343.6,1.981666667,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Rabi       ,Mizoram,716.0,1277,2499.5,70869.68,171.84,1.802,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Mizoram,59196.0,114630,2499.5,5859220.08,14207.04,1.925,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Jute,2003,Kharif     ,Nagaland,2000.0,11000,1709.8,197960.0,480.0,6.7575,78.4,46.86,39.99,6.7327775681699995,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Nagaland,45000.0,78000,1709.8,4454100.0,10800.0,1.69125,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Rabi       ,Nagaland,140.0,260,1709.8,13857.2,33.6,1.71,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Nagaland,155000.0,220990,1709.8,15341900.0,37200.0,1.36,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Rabi       ,Nagaland,1000.0,2000,1709.8,98980.0,240.0,1.945,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Jute,2003,Kharif     ,Odisha,2590.0,18148,1648.2,256358.2,621.6,7.076666667,78.4,46.86,39.99,6.7327775681699995,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Odisha,55549.0,78744,1648.2,5498240.02,13331.76,0.887307692,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Rabi       ,Odisha,13760.0,18180,1648.2,1361964.8,3302.4,1.32,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Odisha,4501000.0,6801000,1648.2,445508980.0,1080240.0,1.516333333,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Punjab,154000.0,459000,451.7,15242920.0,36960.0,3.086923077,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Punjab,2614000.0,9656000,451.7,258733720.0,627360.0,3.678235294,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Uttar Pradesh,817385.0,1117621,1075.6,80904767.3,196172.4,1.296,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Rabi       ,Uttar Pradesh,4172.0,5704,1075.6,412944.56,1001.28,1.348888889,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Summer     ,Uttar Pradesh,20641.0,28216,1075.6,2043046.18,4953.84,1.362166667,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Uttar Pradesh,5719933.0,12476923,1075.6,566158968.3,1372783.92,2.066285714,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Summer     ,Uttar Pradesh,7839.0,18016,1075.6,775904.22,1881.36,2.1595,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Kharif     ,Uttarakhand,31209.0,47446,1734.3,3089066.82,7490.16,1.456153846,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Maize,2003,Summer     ,Uttarakhand,137.0,224,1734.3,13560.26,32.88,1.623333333,77.76,48.44,19.79,6.2451897224,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Kharif     ,Uttarakhand,271671.0,520831,1734.3,26889995.58,65201.04,1.640769231,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Rice,2003,Summer     ,Uttarakhand,5655.0,21126,1734.3,559731.9,1357.2,3.66,79.89,47.58,39.87,6.425470922140001,2003.0,66.133,2003.0,53.889916666666664,25.471203703703704
Banana,2004,Whole Year ,Andhra Pradesh,40906.0,980481,781.8,4431756.04,8590.26,26.37047619,100.23,82.01,50.05,5.98389318024,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Coconut ,2004,Whole Year ,Andhra Pradesh,103869.0,1199311362,781.8,11253167.46,21812.49,10469.71389,21.98,16.93,30.59,5.97656212619,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Kharif     ,Andhra Pradesh,505358.0,1238622,781.8,54750485.72,106125.18,2.819545455,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Rabi       ,Andhra Pradesh,151474.0,824920,781.8,16410693.16,31809.54,5.235714286,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Kharif     ,Andhra Pradesh,2215067.0,6392717,781.8,239980358.8,465164.07,2.720454545,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Rabi       ,Andhra Pradesh,871135.0,3208328,781.8,94378765.9,182938.35,2.83,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Jute,2004,Kharif     ,Assam,57981.0,410409,2536.9,6281661.54,12176.01,7.193043478,78.4,46.86,39.99,6.7327775681699995,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Autumn     ,Assam,436244.0,286330,2536.9,47262674.96,91611.24,0.802173913,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Summer     ,Assam,311437.0,610136,2536.9,33741084.58,65401.77,1.764347826,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Winter     ,Assam,1636050.0,2574284,2536.9,177249657.0,343570.5,1.551304348,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Banana,2004,Whole Year ,Bihar,14784.0,189572,1147.8,1601698.56,3104.64,14.46545455,100.23,82.01,50.05,5.98389318024,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Jute,2004,Kharif     ,Bihar,134450.0,1056205,1147.8,14566313.0,28234.5,7.890714286,78.4,46.86,39.99,6.7327775681699995,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Kharif     ,Bihar,270973.0,443819,1147.8,29357214.82,56904.33,1.597837838,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Rabi       ,Bihar,192685.0,596181,1147.8,20875492.9,40463.85,3.198,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Summer     ,Bihar,153596.0,489273,1147.8,16640590.64,32255.16,2.952368421,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Autumn     ,Bihar,534477.0,477325,1147.8,57905238.18,112240.17,0.788148148,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Summer     ,Bihar,116220.0,166198,1147.8,12591274.8,24406.2,1.437407407,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Winter     ,Bihar,2489419.0,1828633,1147.8,269703654.5,522777.99,0.647105263,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Kharif     ,Chhattisgarh,97851.0,139927,1122.8,10601177.34,20548.71,1.343125,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Kharif     ,Chhattisgarh,3843825.0,4586818,1122.8,416440000.5,807203.25,1.160625,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Kharif     ,Delhi,82.0,125,651.9,8883.88,17.22,1.52,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Kharif     ,Delhi,8431.0,28216,651.9,913414.54,1770.51,3.35,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Banana,2004,Whole Year ,Gujarat,32200.0,1931400,719.8,3488548.0,6762.0,59.4,100.23,82.01,50.05,5.98389318024,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Kharif     ,Gujarat,459500.0,412500,719.8,49782230.0,96495.0,1.0375,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Kharif     ,Gujarat,665600.0,1157300,719.8,72111104.0,139776.0,1.730666667,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Summer     ,Gujarat,13800.0,39200,719.8,1495092.0,2898.0,2.68625,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Kharif     ,Haryana,15768.0,39000,484.6,1708305.12,3311.28,0.746875,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Kharif     ,Haryana,1024236.0,3010000,484.6,110965728.2,215089.56,2.832777778,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Kharif     ,Madhya Pradesh,873546.0,1222964,895.7,94639973.64,183444.66,1.34125,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Rice,2004,Kharif     ,Madhya Pradesh,1675513.0,1302615,895.7,181525078.4,351857.73,0.803541667,79.89,47.58,39.87,6.425470922140001,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
Maize,2004,Kharif     ,Maharashtra,353200.0,606900,1052.0,38265688.0,74172.0,1.387777778,77.76,48.44,19.79,6.2451897224,2004.0,66.78825,2004.0,51.374249999999996,25.27296296296296
